Category	Marathi	Ambiguous
थांबणे	सरांनी उत्तर द्यावे म्हणून विद्यार्थ्यांनी वाट पाहिली.	वाट 
थांबणे	मी अजूनही तुझ्या परत येण्याची वाट पाहतो आहे.	वाट 
थांबणे	त्या लॉटरीचा निकाल लागण्याची वाट पाहतो आहे.	वाट 
थांबणे	नवीन चित्रपट प्रदर्शित होण्याची वाट बघतो आहे.	वाट 
थांबणे	संधी मिळण्याची वाट बघत आहे.	वाट 
थांबणे	समोरच्या दुकानाच्या उघडण्याची वाट पाहतो आहे.	वाट 
थांबणे	मी बस येण्याची वाट पाहत उभा आहे.	वाट 
थांबणे	आईच्या घरी येण्याची वाट पाहतोय.	वाट 
थांबणे	नवीन वर्षाच्या सुरूवातीची वाट बघतो आहे.	वाट 
थांबणे	तुझ्या उत्तराची वाट पाहून कंटाळा आला.	वाट 
थांबणे	न्याय मिळेल अशी वाट पाहतो आहे.	वाट 
थांबणे	नवीन कपडे घालायची वाट बघतो आहे.	वाट 
थांबणे	परीक्षेचा निकाल जाहीर होण्याची वाट पाहत आहे.	वाट 
थांबणे	तुझ्या हसण्याची वाट पाहतोय.	वाट 
